OverallQual,YearBuilt,YearRemodAdd,ExterQual,BsmtQual,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,KitchenQual,TotRmsAbvGrd,GarageFinish,GarageCars,GarageArea,SalePrice
0.6666666666666665,0.9492753623188416,0.8833333333333329,2,2,0.1400981996726677,0.11977971546581,0.2592313489073097,0.6666666666666666,2,0.5,1,0.5,0.386459802538787,0.2410776281072073
0.5555555555555556,0.7536231884057969,0.43333333333333,3,2,0.2065466448445172,0.2129417163836622,0.1748304446119065,0.6666666666666666,3,0.3333333333333333,1,0.5,0.3244005641748942,0.2035828357172615
0.6666666666666665,0.9347826086956524,0.8666666666666671,2,2,0.1505728314238952,0.1344653510784763,0.2735493594574227,0.6666666666666666,2,0.3333333333333333,1,0.5,0.4287729196050776,0.2619080683238439
0.6666666666666665,0.3115942028985508,0.3333333333333357,3,3,0.1237315875613748,0.1438733363928407,0.2605501130369254,0.3333333333333333,2,0.4166666666666666,2,0.75,0.4527503526093089,0.1459519511179003
0.7777777777777777,0.9275362318840584,0.8333333333333357,2,2,0.1873977086743044,0.1860945387792565,0.3511680482290881,0.6666666666666666,2,0.5833333333333334,1,0.75,0.5895627644569816,0.2987085127065685
0.4444444444444445,0.8768115942028984,0.75,3,2,0.1302782324058919,0.1060119320789352,0.1936699321778447,0.3333333333333333,3,0.2499999999999999,2,0.5,0.3385049365303244,0.1501180391612276
0.7777777777777777,0.9565217391304356,0.9166666666666644,2,0,0.2759410801963993,0.3120697567691601,0.2562170308967596,0.6666666666666666,2,0.4166666666666666,1,0.5,0.4485190409026798,0.3778641855297875
0.6666666666666665,0.7318840579710155,0.3833333333333328,3,2,0.1811783960720131,0.1773749426342359,0.3308214016578749,0.6666666666666666,3,0.4166666666666666,1,0.5,0.3413258110014104,0.2292737119844466
0.6666666666666665,0.4275362318840585,0.0,3,3,0.155810147299509,0.1578705828361633,0.2712886209495102,0.6666666666666666,3,0.5,2,0.5,0.3300423131170663,0.1319261213720317
0.4444444444444445,0.4855072463768124,0.0,3,3,0.1621931260229132,0.1704910509407985,0.1399773926149208,0.3333333333333333,3,0.2499999999999999,1,0.25,0.1445698166431593,0.1154006388001666
0.4444444444444445,0.6739130434782616,0.25,3,3,0.1702127659574468,0.1620009178522257,0.1330067822155237,0.3333333333333333,3,0.2499999999999999,2,0.25,0.2708039492242595,0.1313706429662547
0.8888888888888888,0.9637681159420292,0.93333333333333,0,0,0.1923076923076923,0.1945846718678292,0.3749058025621703,1.0,0,0.75,0,0.75,0.5190409026798307,0.4306346340786002
0.4444444444444445,0.6521739130434785,0.2000000000000028,3,3,0.1492635024549918,0.132629646626893,0.1088922381311228,0.3333333333333333,3,0.1666666666666666,2,0.25,0.2482369534555712,0.15150673517567
0.6666666666666665,0.9710144927536232,0.9500000000000028,2,2,0.2445171849427168,0.2661771454795778,0.2185380557648832,0.6666666666666666,2,0.4166666666666666,1,0.75,0.5923836389280677,0.3396750451326205
0.5555555555555556,0.6376811594202909,0.1666666666666643,3,3,0.2050736497545008,0.210876548875631,0.1731348907309721,0.3333333333333333,3,0.2499999999999999,1,0.25,0.2482369534555712,0.1695597833634217
0.6666666666666665,0.4130434782608692,0.8500000000000014,3,3,0.1361702127659574,0.1193207893529141,0.0979653353428786,0.3333333333333333,3,0.2499999999999999,2,0.5,0.4062059238363892,0.1348423830023608
0.5555555555555556,0.7101449275362324,0.3333333333333357,3,3,0.1643207855973813,0.1537402478201009,0.1262245666917859,0.3333333333333333,3,0.2499999999999999,0,0.5,0.3385049365303244,0.1584502152478822
0.3333333333333333,0.6884057971014492,0.2833333333333314,3,4,0.0,0.2207434603028912,0.1812358703843255,0.6666666666666666,3,0.3333333333333333,2,0.5,0.3638928067700987,0.0765171503957783
0.4444444444444445,0.9565217391304356,0.8999999999999986,3,3,0.1823240589198036,0.1789811840293712,0.146948003014318,0.3333333333333333,2,0.3333333333333333,2,0.5,0.4062059238363892,0.1723371753923066
0.4444444444444445,0.6231884057971016,0.25,3,3,0.1684124386252046,0.2306103717301514,0.1893368500376789,0.3333333333333333,3,0.3333333333333333,2,0.25,0.2073342736248236,0.1445632551034578
0.7777777777777777,0.9637681159420292,0.93333333333333,2,0,0.1895253682487725,0.1890775585130794,0.3847023360964581,1.0,2,0.5833333333333334,1,0.75,0.6015514809590973,0.4032773225940841
0.6666666666666665,0.4202898550724647,0.0,3,3,0.1042553191489361,0.1776044056906837,0.1458176337603617,0.3333333333333333,2,0.3333333333333333,2,0.25,0.1974612129760225,0.1451187335092348
0.7777777777777777,0.942028985507246,0.8666666666666671,2,2,0.2908346972176759,0.3352455254703993,0.2752449133383572,0.6666666666666666,2,0.4166666666666666,1,0.5,0.3765867418899858,0.2709345924177198
0.4444444444444445,0.7536231884057969,0.43333333333333,3,2,0.1702127659574468,0.166590178981184,0.1367746797287113,0.3333333333333333,3,0.3333333333333333,2,0.5,0.4033850493653032,0.1319261213720317
0.4444444444444445,0.695652173913043,0.8500000000000014,3,3,0.1734860883797054,0.166590178981184,0.1367746797287113,0.3333333333333333,2,0.3333333333333333,2,0.25,0.1904090267983074,0.1653936953200944
0.7777777777777777,0.9782608695652169,0.9500000000000028,2,2,0.2563011456628478,0.2905002294630564,0.2385079125847777,0.6666666666666666,2,0.4166666666666666,1,0.75,0.6276445698166432,0.3074572975975559
0.4444444444444445,0.5724637681159432,0.8333333333333357,3,3,0.1472995090016366,0.1298760899495181,0.1066314996232102,0.3333333333333333,2,0.2499999999999999,2,0.5,0.4062059238363892,0.1387307318427996
0.7777777777777777,0.9782608695652169,0.9666666666666686,2,0,0.2788870703764321,0.3143643873336392,0.2581009796533534,0.6666666666666666,2,0.4166666666666666,1,0.75,0.5444287729196051,0.3764754895153451
0.4444444444444445,0.6159420289855078,0.7833333333333314,3,3,0.2428805237315875,0.2905002294630564,0.2385079125847777,0.3333333333333333,3,0.3333333333333333,1,0.25,0.2249647390691114,0.2396889320927648
0.3333333333333333,0.3985507246376816,0.0,3,3,0.0851063829787234,0.0426801284993116,0.035041446872645,0.3333333333333333,1,0.1666666666666666,2,0.25,0.1692524682651622,0.0466601860852659
0.3333333333333333,0.3478260869565215,0.0,3,3,0.1062193126022913,0.0722808627810922,0.1851921627731725,0.3333333333333333,3,0.3333333333333333,2,0.25,0.1763046544428773,0.0070823496736564
0.4444444444444445,0.6811594202898554,0.93333333333333,3,3,0.2009819967266776,0.2051399724644332,0.1684250188394875,0.3333333333333333,2,0.3333333333333333,2,0.25,0.191114245416079,0.1589362588529371
0.7777777777777777,0.9782608695652169,0.9500000000000028,2,0,0.2019639934533551,0.2065167508031206,0.1695553880934438,0.6666666666666666,2,0.4166666666666666,1,0.5,0.3413258110014104,0.2013609220941536
0.4444444444444445,0.6304347826086953,0.1499999999999985,3,3,0.2288052373158756,0.3134465351078476,0.2573474001507159,0.3333333333333333,2,0.3333333333333333,1,0.5,0.3152327221438646,0.1813636994861824
0.8888888888888888,0.9637681159420292,0.9166666666666644,0,0,0.2554828150572831,0.2815511702615879,0.2311605124340617,0.6666666666666666,0,0.3333333333333333,0,0.5,0.3921015514809591,0.3368976531037356
0.7777777777777777,0.9565217391304356,0.9166666666666644,2,0,0.1828150572831424,0.1831115190454336,0.3990203466465712,1.0,2,0.5833333333333334,0,0.75,0.4873060648801128,0.3806415775586724
0.4444444444444445,0.8840579710144922,0.75,3,2,0.1795417348608838,0.1750803120697567,0.1437452901281085,0.3333333333333333,3,0.3333333333333333,2,0.5,0.4739069111424541,0.1528954311901125
0.4444444444444445,0.5942028985507246,0.6666666666666643,3,3,0.2122749590834697,0.2209729233593391,0.1814242652599849,0.3333333333333333,3,0.2499999999999999,0,0.5,0.3511988716502116,0.164004999305652
0.4444444444444445,0.5869565217391308,0.9500000000000028,3,3,0.1729950900163666,0.1659017898118402,0.1362094951017332,0.3333333333333333,2,0.2499999999999999,2,0.25,0.1734837799717912,0.1029023746701847
0.3333333333333333,0.6014492753623184,0.0833333333333357,3,4,0.0,0.1877007801743919,0.1541070082893745,0.6666666666666666,1,0.3333333333333333,3,0.0,0.0,0.0654075822802388
0.5555555555555556,0.6739130434782616,0.25,3,3,0.1780687397708674,0.2271684258834327,0.1865109269027882,0.6666666666666666,3,0.3333333333333333,1,0.5,0.310296191819464,0.173725871406749
0.4444444444444445,0.6304347826086953,0.1499999999999985,3,3,0.220949263502455,0.2280862781092244,0.1872645064054257,0.3333333333333333,3,0.2499999999999999,1,0.25,0.2172073342736248,0.1876128315511734
0.4444444444444445,0.804347826086957,0.5499999999999972,3,2,0.1374795417348609,0.1262046810463515,0.1036171816126601,0.3333333333333333,2,0.2499999999999999,1,0.5,0.3554301833568406,0.15150673517567
0.4444444444444445,0.7463768115942031,0.5,3,2,0.153518821603928,0.1385956860945388,0.1137905048982667,0.3333333333333333,3,0.2499999999999999,2,0.25,0.2172073342736248,0.1324121649770865
0.4444444444444445,0.6304347826086953,0.1499999999999985,3,3,0.188216039279869,0.1872418540614961,0.1537302185380557,0.3333333333333333,3,0.3333333333333333,1,0.25,0.2115655853314527,0.1473406471323427
0.8888888888888888,0.9637681159420292,0.9166666666666644,0,0,0.2867430441898527,0.325378614043139,0.2671439336850038,0.6666666666666666,0,0.3333333333333333,1,0.5,0.4062059238363892,0.395778364116095
0.6666666666666665,0.9492753623188416,0.8833333333333329,2,0,0.2346972176759411,0.2716842588343277,0.3419366993217784,0.3333333333333333,2,0.3333333333333333,1,0.5,0.4724964739069111,0.2843855020136092
0.7777777777777777,0.9710144927536232,0.93333333333333,2,2,0.2710310965630115,0.3033501606241395,0.2490580256217031,0.6666666666666666,2,0.4166666666666666,1,0.75,0.5825105782792666,0.2982919039022358
0.3333333333333333,0.3478260869565215,0.9666666666666686,3,3,0.1204582651391162,0.0922441486920605,0.2106254709871891,0.6666666666666666,3,0.5,3,0.0,0.0,0.1084571587279544
0.4444444444444445,0.6811594202898554,0.2666666666666657,3,3,0.1563011456628478,0.1424965580541533,0.1169932177844762,0.3333333333333333,3,0.3333333333333333,2,0.25,0.2722143864598025,0.1278989029301486
0.5555555555555556,0.9057971014492754,0.7833333333333314,3,2,0.1299509001636661,0.1055530059660394,0.214016578749058,0.6666666666666666,3,0.3333333333333333,0,0.5,0.2736248236953456,0.1973337036522705
0.5555555555555556,0.4492753623188417,0.0,3,3,0.1335515548281506,0.1106011932078935,0.1586284853051996,0.3333333333333333,3,0.3333333333333333,2,0.5,0.3723554301833568,0.1105402027496181
0.4444444444444445,0.6594202898550723,0.2166666666666685,1,2,0.1335515548281506,0.1106011932078935,0.0908063300678221,0.3333333333333333,3,0.2499999999999999,2,0.5,0.3638928067700987,0.1042910706846271
0.8888888888888888,0.7898550724637676,0.6166666666666671,2,0,0.3014729950900164,0.3460302891234511,0.2840994724943481,0.0,2,0.2499999999999999,0,0.75,0.6304654442877292,0.4861824746562977
0.4444444444444445,0.6014492753623184,0.0833333333333357,3,3,0.0628477905073649,0.2354290959155575,0.193293142426526,0.3333333333333333,3,0.3333333333333333,2,0.5,0.4033850493653032,0.1320649909734759
0.5555555555555556,0.6666666666666679,0.2333333333333342,3,3,0.2332242225859247,0.2503441945846718,0.2055388093443858,0.6666666666666666,3,0.4166666666666666,1,0.5,0.4062059238363892,0.202194139702819
0.7777777777777777,0.9202898550724647,0.8333333333333357,2,2,0.1587561374795417,0.1489215236346948,0.2646948003014318,0.6666666666666666,2,0.4166666666666666,0,0.5,0.3385049365303244,0.1910845715872795
0.6666666666666665,0.9565217391304356,0.8999999999999986,2,2,0.1407528641571195,0.1206975676916016,0.2611152976639035,0.6666666666666666,2,0.4166666666666666,1,0.5,0.3984485190409026,0.2244132759338981
1.0,0.9710144927536232,0.93333333333333,0,0,0.2307692307692307,0.2505736576411198,0.4918990203466466,1.0,2,0.6666666666666666,0,0.75,0.4520451339915374,0.5608665463130121
0.4444444444444445,0.72463768115942,0.3666666666666671,3,3,0.1276595744680851,0.1023405231757687,0.0840241145440844,0.3333333333333333,3,0.1666666666666666,2,0.25,0.2482369534555712,0.1249826412998195
0.5555555555555556,0.9565217391304356,0.8999999999999986,3,2,0.1895253682487725,0.1890775585130794,0.1552373775433308,0.3333333333333333,2,0.2499999999999999,2,0.5,0.4062059238363892,0.1709484793778642
0.4444444444444445,0.3478260869565215,0.7666666666666657,3,3,0.0867430441898527,0.0566773749426342,0.1463828183873398,0.3333333333333333,1,0.3333333333333333,2,0.25,0.2031029619181946,0.0917928065546452
0.7777777777777777,0.9710144927536232,0.93333333333333,2,2,0.2242225859247136,0.2377237264800367,0.1951770911831198,0.6666666666666666,2,0.3333333333333333,1,0.5,0.3413258110014104,0.2327454520205527
0.6666666666666665,0.3550724637681171,0.0,3,3,0.0942716857610474,0.1303350160624139,0.2592313489073097,0.6666666666666666,3,0.5833333333333334,2,0.5,0.3385049365303244,0.1459519511179003
0.6666666666666665,0.9057971014492754,0.7999999999999972,3,2,0.1729950900163666,0.1659017898118402,0.3202712886209495,0.6666666666666666,2,0.5,1,0.5,0.4548660084626234,0.2563532842660742
0.7777777777777777,0.9565217391304356,0.9166666666666644,2,0,0.1870703764320785,0.1856356126663607,0.4029766390354182,0.6666666666666666,2,0.5833333333333334,1,0.75,0.6008462623413258,0.3917511456742119
0.6666666666666665,0.7101449275362324,0.6499999999999986,3,2,0.318657937806874,0.4297843047269389,0.3528636021100226,0.6666666666666666,3,0.4166666666666666,1,0.5,0.4062059238363892,0.2014997916955978
0.6666666666666665,0.9492753623188416,0.8833333333333329,2,2,0.2378068739770867,0.2627351996328591,0.2157121326299924,0.6666666666666666,2,0.4166666666666666,1,0.5,0.3935119887165021,0.26537980835995
0.3333333333333333,0.5289855072463769,0.0,3,3,0.1222585924713584,0.0947682423129876,0.0778070836473248,0.3333333333333333,3,0.1666666666666666,2,0.25,0.155148095909732,0.0626301902513539
0.6666666666666665,0.5869565217391308,0.0499999999999971,2,3,0.2134206219312602,0.2225791647544745,0.3679351921627731,0.6666666666666666,3,0.4166666666666666,0,0.5,0.4703808180535966,0.2639911123455076
0.6666666666666665,0.7318840579710155,0.3833333333333328,3,2,0.3638297872340426,0.4334557136301056,0.3558779201205727,0.6666666666666666,3,0.5,0,0.5,0.3638928067700987,0.2903763366199139
0.3333333333333333,0.7971014492753632,0.93333333333333,3,3,0.1382978723404255,0.1172556218448829,0.0962697814619442,0.3333333333333333,3,0.1666666666666666,2,0.5,0.2538787023977433,0.1313706429662547
0.6666666666666665,0.9130434782608692,0.7999999999999972,3,2,0.1361702127659574,0.1264341441027994,0.2607385079125848,0.6666666666666666,3,0.4166666666666666,0,0.5,0.3011283497884344,0.20844327176781
0.4444444444444445,0.5942028985507246,0.8833333333333329,3,3,0.1777414075286416,0.1725562184488297,0.1416729464958553,0.3333333333333333,3,0.3333333333333333,2,0.5,0.3455571227080395,0.1527565615886682
0.2222222222222222,0.3115942028985508,0.0,2,1,0.1374795417348609,0.1161083065626434,0.2394498869630746,0.6666666666666666,3,0.5,2,0.25,0.2672778561354019,0.1006804610470768
0.3333333333333333,0.7318840579710155,0.3833333333333328,3,2,0.0756137479541734,0.044056906837999,0.1232102486812358,0.3333333333333333,3,0.2499999999999999,2,0.25,0.2094499294781382,0.0779058464102208
0.3333333333333333,0.608695652173914,0.1000000000000014,3,3,0.155810147299509,0.1418081688848095,0.1164280331574981,0.3333333333333333,3,0.1666666666666666,2,0.25,0.1995768688293371,0.1400499930565199
0.4444444444444445,0.5507246376811601,0.8500000000000014,3,3,0.1099836333878887,0.1693437356585589,0.1791635267520723,0.3333333333333333,3,0.3333333333333333,2,0.25,0.1692524682651622,0.1278989029301486
0.3333333333333333,0.695652173913043,0.2999999999999971,3,3,0.2893617021276596,0.3290500229463057,0.2701582516955539,0.6666666666666666,3,0.5,3,0.0,0.0,0.1410915150673518
0.4444444444444445,0.27536231884058,0.5166666666666657,3,3,0.072013093289689,0.0798531436438733,0.1688018085908063,0.3333333333333333,3,0.2499999999999999,2,0.5,0.310296191819464,0.1042910706846271
0.5555555555555556,0.695652173913043,0.2999999999999971,3,2,0.1466448445171849,0.1945846718678292,0.3406179351921627,0.6666666666666666,2,0.5,0,0.25,0.3589562764456981,0.2202471878905707
0.5555555555555556,0.9130434782608692,0.7999999999999972,3,0,0.2024549918166939,0.2301514456172556,0.1889600602863602,0.6666666666666666,3,0.2499999999999999,0,0.5,0.2856135401974612,0.1646993473128732
0.7777777777777777,0.9782608695652169,0.9500000000000028,3,2,0.255810147299509,0.2820100963744837,0.2315373021853805,0.6666666666666666,2,0.3333333333333333,1,0.75,0.5345557122708039,0.2917650326343563
0.4444444444444445,0.6376811594202909,0.1666666666666643,3,3,0.17430441898527,0.1677374942634235,0.1377166541070082,0.3333333333333333,3,0.3333333333333333,2,0.5,0.3251057827926657,0.1272045549229273
0.6666666666666665,0.8913043478260878,0.7666666666666657,3,2,0.0628477905073649,0.1078476365305185,0.2147701582516955,0.6666666666666666,3,0.4166666666666666,0,0.5,0.2820874471086037,0.1855297875295098
0.7777777777777777,0.8623188405797109,0.7000000000000028,2,2,0.2108019639934533,0.2218907755851308,0.3924265259984928,0.6666666666666666,2,0.5833333333333334,2,0.5,0.3258110014104372,0.3125954728509929
0.5555555555555556,0.9637681159420292,0.9166666666666644,2,2,0.1119476268412438,0.0803120697567691,0.2309721175584024,0.6666666666666666,2,0.3333333333333333,0,0.5,0.2820874471086037,0.1931676156089432
0.5555555555555556,0.9927536231884062,0.9833333333333344,2,2,0.1001636661211129,0.0637907296925195,0.16767143933685,0.6666666666666666,2,0.1666666666666666,1,0.5,0.3723554301833568,0.17997500347174
0.2222222222222222,0.3115942028985508,0.5333333333333314,1,3,0.1657937806873977,0.1558054153281321,0.2245666917859834,0.3333333333333333,1,0.3333333333333333,3,0.0,0.0,0.0695736703235661
0.3333333333333333,0.8840579710144922,0.75,3,2,0.1620294599018003,0.1505277650298302,0.1235870384325546,0.3333333333333333,3,0.2499999999999999,3,0.0,0.0,0.1231773364810443
0.3333333333333333,0.5652173913043477,0.0,3,4,0.0,0.1620009178522257,0.1330067822155237,0.3333333333333333,3,0.1666666666666666,2,0.5,0.2961918194640338,0.1041522010831828
0.4444444444444445,0.6449275362318847,0.18333333333333,3,3,0.2021276595744681,0.2067462138595686,0.1697437829691032,0.3333333333333333,3,0.3333333333333333,2,0.5,0.3385049365303244,0.0884599361199833
0.4444444444444445,0.3550724637681171,0.93333333333333,3,2,0.1433715220949263,0.1445617255621845,0.1186887716654107,0.3333333333333333,3,0.2499999999999999,2,0.5,0.3046544428772919,0.1785863074572976
0.5555555555555556,0.27536231884058,0.7999999999999972,3,3,0.1986906710310965,0.2124827902707664,0.3686887716654107,0.6666666666666666,3,0.5833333333333334,2,0.5,0.3568406205923836,0.1374809054298014
0.5555555555555556,0.9057971014492754,0.7833333333333314,3,2,0.134860883797054,0.1310234052317576,0.2735493594574227,0.6666666666666666,2,0.4166666666666666,1,0.5,0.4823695345557122,0.2358700180530482
0.5555555555555556,0.8768115942028984,0.7166666666666686,0,2,0.1112929623567921,0.0793942175309775,0.214016578749058,0.6666666666666666,3,0.3333333333333333,0,0.5,0.2961918194640338,0.20844327176781
0.6666666666666665,0.9202898550724647,0.8166666666666629,2,2,0.2599018003273323,0.2877466727856815,0.2362471740768651,0.6666666666666666,2,0.3333333333333333,1,0.5,0.3328631875881523,0.2487154561866407
