MSSubClass,LotArea,Street,Utilities,OverallQual,OverallCond,YearBuilt,MasVnrArea,BsmtFinSF1,1stFlrSF,2ndFlrSF,BsmtFullBath,BedroomAbvGr,KitchenAbvGr,TotRmsAbvGrd,GarageCars,WoodDeckSF,ScreenPorch,PoolArea,PoolQC,SalePrice
0.0,0.0331860992311108,1,0,0.4444444444444445,0.625,0.6159420289855078,0.0,0.163359319631467,0.2248737953189536,0.0,0.3333333333333333,0.375,0.3333333333333333,0.2499999999999999,0.25,0.2917152858809801,0.0,0.0,3,145000
0.2352941176470588,0.0305545817850382,1,0,0.5555555555555556,0.75,0.8768115942028984,0.0,0.0,0.106700321248279,0.3738498789346247,0.0,0.375,0.3333333333333333,0.4166666666666666,0.5,0.0,0.0,0.0,3,178000
0.0588235294117646,0.0349482343592979,1,0,0.4444444444444445,0.75,0.27536231884058,0.0,0.0,0.1060119320789352,0.0,0.0,0.25,0.3333333333333333,0.1666666666666666,0.0,0.3827304550758459,0.0,0.0,3,85000
0.1764705882352941,0.0275771810512047,1,0,0.4444444444444445,0.75,0.471014492753623,0.1575,0.1008150248051027,0.148462597521799,0.3811138014527845,0.3333333333333333,0.375,0.3333333333333333,0.4166666666666666,0.25,0.0,0.0,0.0,3,175000
0.1764705882352941,0.0172941643880436,1,0,0.4444444444444445,0.625,0.3768115942028984,0.0,0.0386250885896527,0.158788435061955,0.3220338983050847,0.0,0.375,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.0,3,127000
0.0,0.0397298371076678,1,0,0.4444444444444445,0.75,0.72463768115942,0.0,0.1583982990786676,0.1284993116108306,0.0,0.3333333333333333,0.375,0.3333333333333333,0.2499999999999999,0.5,0.2987164527421236,0.0,0.0,3,149900
0.2352941176470588,0.0495968590058192,1,0,0.5555555555555556,0.5,0.9637681159420292,0.0,0.0,0.0803120697567691,0.4242130750605327,0.0,0.375,0.3333333333333333,0.3333333333333333,0.5,0.116686114352392,0.0,0.0,3,174000
0.1764705882352941,0.0193320713267428,1,0,0.3333333333333333,0.875,0.3623188405797108,0.0,0.1302267895109851,0.1060119320789352,0.173365617433414,0.3333333333333333,0.375,0.3333333333333333,0.4166666666666666,0.25,0.0,0.0,0.0,3,125500
0.0,0.0504335226343219,1,0,0.5555555555555556,0.625,0.7898550724637676,0.13125,0.1041814316087881,0.2496558054153281,0.0,0.0,0.375,0.3333333333333333,0.4166666666666666,0.5,0.322053675612602,0.0,0.0,3,175500
0.0,0.0367290658814181,1,0,0.7777777777777777,0.5,0.9782608695652169,0.0875,0.0,0.2666360715924736,0.0,0.0,0.375,0.3333333333333333,0.4166666666666666,0.5,0.1960326721120186,0.0,0.0,3,225000
0.3823529411764705,0.0331860992311108,1,0,0.5555555555555556,0.5,0.6811594202898554,0.0,0.0331325301204819,0.1328591096833409,0.0,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,0.25,0.0,0.0,0.0,3,129000
0.3529411764705882,0.056556591647386,1,0,0.4444444444444445,0.5,0.6811594202898554,0.654375,0.0914245216158752,0.1725562184488297,0.0,0.3333333333333333,0.375,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,3,159950
0.0,0.0494519619528383,1,0,0.6666666666666665,0.5,0.7681159420289863,0.12875,0.1247342310418143,0.2907296925195043,0.0,0.0,0.375,0.3333333333333333,0.4166666666666666,0.5,0.0,0.0,0.0,3,157000
0.2352941176470588,0.057491411344037,1,0,0.6666666666666665,0.625,0.6739130434782616,0.11,0.0804394046775336,0.1955025240936209,0.387409200968523,0.0,0.375,0.3333333333333333,0.4166666666666666,0.5,0.0,0.39375,0.0,3,205000
0.0,0.0387950174110168,1,0,0.6666666666666665,0.5,0.7028985507246386,0.105,0.0,0.1904543368517668,0.0,0.0,0.375,0.3333333333333333,0.3333333333333333,0.5,0.0,0.0,0.0,3,140000
0.2352941176470588,0.0316342985346701,1,0,0.5555555555555556,0.5,0.942028985507246,0.0,0.0,0.1551170261587884,0.6087167070217918,0.0,0.5,0.3333333333333333,0.5,0.5,0.1400233372228704,0.0,0.0,3,200000
0.0,0.0920797401201243,1,0,0.5555555555555556,0.5,0.5869565217391308,0.115,0.0062012756909992,0.4417163836622304,0.0,0.3333333333333333,0.375,0.3333333333333333,0.4166666666666666,0.5,0.1936989498249708,0.0,0.0,3,217000
0.0,0.0324148729813737,1,0,0.4444444444444445,0.75,0.6014492753623184,0.0,0.031892274982282,0.1126663607159247,0.0,0.3333333333333333,0.25,0.3333333333333333,0.1666666666666666,0.5,0.1633605600933488,0.0,0.0,3,125000
0.2352941176470588,0.031082754913646,1,0,0.5555555555555556,0.625,0.7608695652173925,0.0875,0.0947909284195606,0.0835245525470399,0.3525423728813559,0.0,0.375,0.3333333333333333,0.3333333333333333,0.5,0.294049008168028,0.0,0.0,3,159500
0.0,0.051957278739863,1,0,0.5555555555555556,0.5,0.8260869565217401,0.0825,0.2476966690290574,0.3022028453419,0.0,0.3333333333333333,0.375,0.3333333333333333,0.4166666666666666,0.5,0.2240373395565927,0.0,0.0,3,184000
0.1470588235294117,0.0434410713033723,1,0,0.4444444444444445,0.5,0.3913043478260878,0.0,0.0,0.1044056906837999,0.0,0.0,0.25,0.3333333333333333,0.2499999999999999,0.25,0.0,0.0,0.0,3,96500
0.4117647058823529,0.0483442006123068,1,0,0.4444444444444445,0.5,0.7028985507246386,0.23,0.0885896527285613,0.2303809086737035,0.6276029055690072,0.3333333333333333,0.75,0.6666666666666666,0.8333333333333334,1.0,0.0,0.0,0.0,3,200000
0.1764705882352941,0.0230900465072799,1,0,0.4444444444444445,0.625,0.4057971014492754,0.0,0.0,0.1624598439651216,0.2585956416464891,0.0,0.375,0.3333333333333333,0.5,0.25,0.0,0.0,0.0,3,149000
0.2352941176470588,0.0417724181448503,1,0,0.5555555555555556,0.5,0.9637681159420292,0.0,0.0,0.1030289123451124,0.3394673123486683,0.0,0.375,0.3333333333333333,0.5,0.5,0.0,0.0,0.0,3,178900
0.0,0.041052606978429,1,0,0.6666666666666665,0.5,0.9492753623188416,-1.0,0.1475903614457831,0.1987150068838916,0.0,0.3333333333333333,0.25,0.3333333333333333,0.2499999999999999,0.5,0.0,0.0,0.0,3,184900
0.8235294117647058,0.0137932646240856,1,0,0.6666666666666665,0.5,0.9710144927536232,0.0,0.0,0.0667737494263423,0.3026634382566586,0.0,0.25,0.3333333333333333,0.2499999999999999,0.5,0.0,0.0,0.0,3,164700
0.0,0.0757203954287316,1,0,0.6666666666666665,0.875,0.6304347826086953,0.0,0.2491141034727144,0.3597980725103258,0.0,0.3333333333333333,0.375,0.3333333333333333,0.4166666666666666,0.5,0.0,0.0,0.0,3,335000
0.4117647058823529,0.0338591694126995,1,0,0.2222222222222222,0.375,0.5579710144927539,0.2125,0.0,0.1620009178522257,0.0,0.0,0.25,0.6666666666666666,0.3333333333333333,0.5,0.0,0.0,0.0,3,87500
